USPS	GEOID	NAME	LOGRADE	HIGRADE	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                        
IA	1926280	Sigourney Community School District	PK	12	434459248	450599	167.746	0.174	41.327272	-92.223293                                                                                                
IA	1926370	Sioux Center Community School District	PK	12	278255679	110322	107.435	0.043	43.076976	-96.204836                                                                                             
IA	1926400	Sioux City Community School District	PK	12	155948164	2463320	60.212	0.951	42.518986	-96.389709                                                                                               
IA	1926580	Solon Community School District	PK	12	218383848	10969784	84.318	4.235	41.800211	-91.49253                                                                                                    
IA	1926640	South Hamilton Community School District	PK	12	525504267	1402194	202.898	0.541	42.289043	-93.688734                                                                                          
IA	1926670	South Page Community School District	PK	12	361663316	319898	139.639	0.124	40.632817	-95.113316                                                                                               
IA	1926730	South Tama County Community School District	PK	12	657635350	1790693	253.914	0.691	41.966987	-92.550778                                                                                       
IA	1926790	South Winneshiek Community School District	PK	12	471867938	142086	182.189	0.055	43.174134	-91.855607                                                                                         
IA	1926820	Southeast Polk Community School District	PK	12	291046400	4124933	112.374	1.593	41.59012	-93.411259                                                                                           
IA	1926850	Southeast Warren Community School District	PK	12	396671546	813438	153.156	0.314	41.240051	-93.435135                                                                                         
IA	1926910	Spencer Community School District	PK	12	432620335	3310628	167.036	1.278	43.123261	-95.102612                                                                                                 
IA	1927000	Spirit Lake Community School District	PK	12	233672069	38546726	90.221	14.883	43.438765	-95.068266                                                                                            
IA	1927060	Springville Community School District	PK	12	151732357	79917	58.584	0.031	42.070663	-91.454599                                                                                                
IA	1927240	Stanton Community School District	PK	12	202804559	75688	78.303	0.029	40.979559	-95.097052                                                                                                    
IA	1927270	Starmont Community School District	PK	12	537266029	142002	207.44	0.055	42.676118	-91.616272                                                                                                  
IA	1927390	Storm Lake Community School District	PK	12	215798958	12626409	83.32	4.875	42.627274	-95.172551                                                                                               
IA	1927480	Stratford Community School District	PK	12	201696570	1241398	77.875	0.479	42.273133	-93.917616                                                                                                
IA	1927500	West Central Valley Community School District	PK	12	600233341	810820	231.751	0.313	41.522054	-94.309813                                                                                      
IA	1927600	Sumner-Fredericksburg Community School District	PK	12	569858244	562050	220.024	0.217	42.89454	-92.131195                                                                                     
IA	1927870	Tipton Community School District	PK	12	361805618	2446487	139.694	0.945	41.765958	-91.165156                                                                                                  
IA	1927960	Treynor Community School District	KG	12	243308180	193102	93.942	0.075	41.228322	-95.627189                                                                                                   
IA	1927990	Tri-Center Community School District	PK	12	446746399	1318796	172.49	0.509	41.502295	-95.650281                                                                                               
IA	1928020	Tri-County Community School District	PK	12	334200060	390512	129.035	0.151	41.457212	-92.331371                                                                                               
IA	1928050	Tripoli Community School District	PK	12	257694896	3745520	99.497	1.446	42.822023	-92.283027                                                                                                  
IA	1928110	Turkey Valley Community School District	PK	12	440653141	30081	170.137	0.012	43.095134	-92.042379                                                                                             
IA	1928170	Twin Cedars Community School District	PK	12	327373634	1005569	126.4	0.388	41.215034	-92.928226                                                                                               
IA	1928200	Twin Rivers Community School District	PK	12	267885550	155762	103.431	0.06	42.855093	-94.259287                                                                                               
IA	1928230	Underwood Community School District	PK	12	322309154	927740	124.444	0.358	41.364646	-95.711867                                                                                                
IA	1928560	United Community School District	PK	12	332156049	524175	128.246	0.202	42.019146	-93.779491                                                                                                   
IA	1928680	Urbandale Community School District	PK	12	22500630	17662	8.688	0.007	41.634828	-93.760227                                                                                                    
IA	1928710	Valley Community School District	PK	12	399659623	119501	154.309	0.046	42.931147	-91.640926                                                                                                   
IA	1928980	Van Buren Community School District	PK	12	927577873	9111254	358.14	3.518	40.755354	-92.004876                                                                                                
IA	1929010	Van Meter Community School District	PK	12	149007169	2742777	57.532	1.059	41.506297	-93.914857                                                                                                
IA	1929280	Villisca Community School District	PK	12	413281362	812059	159.569	0.314	40.972266	-94.953379                                                                                                 
IA	1929310	Vinton-Shellsburg Community School District	PK	12	598858493	4903829	231.221	1.893	42.166897	-92.017344                                                                                       
IA	1929490	Waco Community School District	PK	12	316064505	634680	122.033	0.245	41.150203	-91.590661                                                                                                     
IA	1929580	East Sac County Community School District	PK	12	704448624	7292825	271.989	2.816	42.321228	-95.026391                                                                                         
IA	1929730	Wapello Community School District	PK	12	365121174	26900406	140.974	10.386	41.151675	-91.129181                                                                                               
IA	1929760	Wapsie Valley Community School District	PK	12	324171701	1196050	125.163	0.462	42.662632	-92.108884                                                                                           
IA	1930240	Washington Community School District	PK	12	531332581	4081774	205.149	1.576	41.26538	-91.741762                                                                                               
IA	1930480	Waterloo Community School District	PK	12	357721803	6737303	138.117	2.601	42.461914	-92.321833                                                                                                
IA	1930510	Waukee Community School District	PK	12	143604845	494757	55.446	0.191	41.587883	-93.858779                                                                                                    
IA	1930540	Waverly-Shell Rock Community School District	PK	12	426372134	4235670	164.623	1.635	42.722749	-92.522675                                                                                      
IA	1930560	Wayne Community School District	PK	12	920257621	3229064	355.313	1.247	40.732252	-93.37348                                                                                                    
IA	1930630	Webster City Community School District	PK	12	511839055	449045	197.622	0.173	42.46451	-93.847047                                                                                              
IA	1930720	West Bend-Mallard Community School District	PK	12	491450246	986616	189.75	0.381	42.969597	-94.541691                                                                                         
IA	1930750	West Branch Community School District	PK	12	324790360	1716288	125.402	0.663	41.6914	-91.318432                                                                                               
IA	1930780	West Burlington Independent School District	PK	12	7251343	0	2.8	0.	40.823977	-91.164588                                                                                                      
IA	1930870	West Central Community School District	PK	12	328756165	172066	126.933	0.066	42.791806	-91.910683                                                                                             
IA	1930900	West Delaware County Community School District	PK	12	574398561	987189	221.777	0.381	42.482711	-91.478334                                                                                     
IA	1930930	West Des Moines Community School District	PK	12	92061523	2710968	35.545	1.047	41.566959	-93.753297                                                                                           
IA	1930960	West Harrison Community School District	PK	12	610135713	6314759	235.575	2.438	41.764083	-95.962381                                                                                           
IA	1930990	West Liberty Community School District	PK	12	381570355	4190581	147.325	1.618	41.543431	-91.266159                                                                                            
IA	1931020	West Lyon Community School District	PK	12	640116682	282419	247.15	0.109	43.379369	-96.419465                                                                                                 
IA	1931080	West Marshall Community School District	PK	12	498931799	860312	192.639	0.332	42.024984	-93.134577                                                                                            
IA	1931110	West Monona Community School District	PK	12	590843850	6809673	228.126	2.629	41.977944	-96.041024                                                                                             
IA	1931290	West Sioux Community School District	PK	12	401768822	2166885	155.124	0.837	42.993152	-96.396361                                                                                              
IA	1931350	Western Dubuque Community School District	PK	12	1434540043	475406	553.879	0.184	42.419542	-90.98183                                                                                          
IA	1931470	Westwood Community School District	PK	12	557556426	5847684	215.274	2.258	42.24993	-96.164218                                                                                                 
IA	1931620	Whiting Community School District	PK	12	257222581	3506270	99.314	1.354	42.127057	-96.15999                                                                                                   
IA	1931680	Williamsburg Community School District	PK	12	534897531	584555	206.525	0.226	41.648049	-91.974147                                                                                             
IA	1931800	Wilton Community School District	PK	12	254099187	5246993	98.108	2.026	41.591963	-91.050609                                                                                                   
IA	1931830	Winfield-Mount Union Community School District	PK	12	249909828	0	96.491	0.	41.121466	-91.417282                                                                                              
IA	1931860	Winterset Community School District	PK	12	714773895	1066731	275.976	0.412	41.315724	-94.010036                                                                                               
IA	1931920	Woodbine Community School District	PK	12	373537039	1016596	144.223	0.393	41.761735	-95.719133                                                                                                
IA	1931950	Woodbury Central Community School District	PK	12	348236879	602218	134.455	0.233	42.427886	-96.064938                                                                                         
IA	1932010	Woodward-Granger Community School District	PK	12	280005978	3710865	108.111	1.433	41.827905	-93.897627                                                                                        
IA	1999017	PCM Community School District	PK	12	487932800	3535035	188.392	1.365	41.545285	-93.163761                                                                                                     
IA	1999019	Southeast Webster-Grand Community School District	PK	12	569974666	3169636	220.068	1.224	42.260117	-94.074674                                                                                 
KS	2000001	Southeast of Saline Unified School District 306	PK	12	601453111	835371	232.222	0.323	38.718172	-97.49278                                                                                     
KS	2000002	Smoky Valley Unified School District 400	PK	12	1016554567	9986384	392.494	3.856	38.587859	-97.760097                                                                                         
KS	2000003	Wamego Unified School District 320	PK	12	490729360	6501516	189.472	2.51	39.220438	-96.294172                                                                                                 
KS	2000004	Rock Creek Unified School District 323	PK	12	634972019	2840292	245.164	1.097	39.364629	-96.431981                                                                                            
KS	2000006	Hiawatha Unified School District 415	PK	12	845703717	1444096	326.528	0.558	39.866514	-95.541727                                                                                              
KS	2000007	Smith Center Unified School District 237	PK	12	1547055951	2269949	597.322	0.876	39.79297	-98.723839                                                                                          
KS	2000012	Barnes Unified School District 223	PK	12	994858900	5124317	384.117	1.979	39.825532	-96.785807                                                                                                
KS	2000013	Triplains Unified School District 275	PK	12	1710285164	237469	660.345	0.092	38.947026	-101.249469                                                                                            
KS	2000014	Central Heights Unified School District 288	PK	12	344628476	4157949	133.062	1.605	38.468973	-95.204859                                                                                       
KS	2000015	Ottawa Unified School District 290	PK	12	301065154	2808828	116.242	1.084	38.592767	-95.255934                                                                                                
KS	2000016	Marysville Unified School District 364	PK	12	878386039	3840417	339.147	1.483	39.881332	-96.592604                                                                                            
KS	2000017	Scott County Unified School District 466	PK	12	1951714987	306079	753.561	0.118	38.48854	-100.909284                                                                                          
KS	2000020	Western Plains Unified School District 106	PK	12	1535673523	2388576	592.927	0.922	38.548392	-99.821937                                                                                       
KS	2000023	Rawlins County Unified School District 105	PK	12	1898095710	332762	732.859	0.128	39.786017	-100.983703                                                                                       
KS	2000028	North Central-Washington Schools Unified School District 108	PK	12	1023015773	4244161	394.989	1.639	39.863539	-97.155545                                                                     
KS	2000029	Rock Hills Unified School District 107	PK	12	1955517013	10715527	755.029	4.137	39.810172	-98.236289                                                                                          
KS	2000030	Republic County-Hillcrest Rural Schools Unified School District 109	PK	12	1398650384	4058022	540.022	1.567	39.853441	-97.599531                                                              
KS	2000346	Thunder Ridge Unified School District 110	PK	12	1252913000	22146457	483.752	8.551	39.805242	-99.078733                                                                                       
KS	2000348	Doniphan West Unified School District 111	PK	12	581292251	3061278	224.438	1.182	39.798753	-95.245544                                                                                         
KS	2000349	Central Plains Unified School District 112	PK	12	1498184872	25327584	578.452	9.779	38.643883	-98.455876                                                                                      
KS	2000350	Prairie Hills Unified School District 113	PK	12	1365586831	3273009	527.256	1.264	39.967729	-96.531283                                                                                        
KS	2000351	Riverside Unified School District 114	PK	12	217731321	7155065	84.067	2.763	39.787949	-94.973367                                                                                              
KS	2000353	Nemaha Unified School District 115	PK	12	581656633	352134	224.579	0.136	39.843014	-96.080055                                                                                                 
KS	2003180	Abilene Unified School District 435	PK	12	261868579	1926897	101.108	0.744	38.933667	-97.239777                                                                                               
KS	2003200	Auburn-Washburn Unified School District 437	PK	12	318419286	9968408	122.942	3.849	38.952602	-95.7867                                                                                         
KS	2003210	North Lyon County Unified School District 251	PK	12	1103030755	10226680	425.883	3.949	38.592799	-96.139215                                                                                   
KS	2003240	Mill Creek Valley Unified School District 329	PK	12	1018508075	5131069	393.248	1.981	38.996397	-96.251444                                                                                    
KS	2003270	Northern Valley Unified School District 212	PK	12	675207151	413091	260.699	0.159	39.909085	-99.632828                                                                                        
KS	2003300	Labette County Unified School District 506	PK	12	1287310525	12569564	497.033	4.853	37.180553	-95.346869                                                                                      
KS	2003360	Andover Unified School District 385	PK	12	122395953	746389	47.257	0.288	37.703217	-97.128277                                                                                                 
KS	2003390	Anthony-Harper Unified School District 361	PK	12	1542419596	3023756	595.532	1.167	37.172025	-98.03044                                                                                        
KS	2003430	Argonia Public Schools Unified School District 359	PK	12	457131409	119016	176.499	0.046	37.250178	-97.733824                                                                                 
KS	2003450	Arkansas City Unified School District 470	PK	12	482948718	6245384	186.468	2.411	37.071087	-97.022037                                                                                         
KS	2003480	Northeast Unified School District 246	PK	12	256405950	2315881	98.999	0.894	37.592973	-94.681422                                                                                              
KS	2003510	Ashland Unified School District 220	PK	12	1724401346	4790416	665.795	1.85	37.157113	-99.818547                                                                                               
KS	2003540	Atchison Public Schools Unified School District 409	PK	12	143378912	4537537	55.359	1.752	39.586904	-95.157365                                                                                
KS	2003570	Attica Unified School District 511	PK	12	332077283	543620	128.216	0.21	37.245855	-98.263582                                                                                                  
KS	2003630	Augusta Unified School District 402	PK	12	203812914	2449170	78.693	0.946	37.634176	-97.007607                                                                                                
KS	2003720	Baldwin City Unified School District 348	PK	12	360097865	3359767	139.035	1.297	38.804266	-95.23267                                                                                           
KS	2003780	Basehor-Linwood Unified School District 458	PK	12	226435229	3162203	87.427	1.221	39.08233	-94.974291                                                                                         
KS	2003810	Baxter Springs Unified School District 508	PK	12	71200613	303338	27.491	0.117	37.033334	-94.780961                                                                                           
KS	2003870	Beloit Unified School District 273	PK	12	1456534352	1203227	562.371	0.465	39.447171	-98.100028                                                                                               
KS	2003900	Belle Plaine Unified School District 357	PK	12	221573811	2143864	85.55	0.828	37.387032	-97.30937                                                                                             
KS	2003960	Twin Valley Unified School District 240	PK	12	697911853	994320	269.465	0.384	39.009073	-97.714728                                                                                            
KS	2004020	Otis-Bison Unified School District 403	PK	12	876763368	214813	338.52	0.083	38.515093	-99.115512                                                                                              
KS	2004050	Bonner Springs Unified School District 204	PK	12	101059637	3086574	39.019	1.192	39.070772	-94.856955                                                                                         
KS	2004080	Brewster Unified School District 314	PK	12	974690440	24166	376.33	0.009	39.3744	-101.351567                                                                                                  
KS	2004140	Bucklin Unified School District 459	PK	12	950446743	1730878	366.97	0.668	37.531366	-99.68915                                                                                                 
KS	2004170	Altoona-Midway Unified School District 387	PK	12	487407858	3163886	188.189	1.222	37.61378	-95.625008                                                                                         
KS	2004200	Buhler Unified School District 313	PK	12	354203176	860532	136.759	0.332	38.10843	-97.784797                                                                                                  
KS	2004230	Central Unified School District 462	PK	12	904710508	5823142	349.311	2.248	37.362819	-96.692245                                                                                               
KS	2004260	Burlingame Public School Unified School District 454	PK	12	193153138	377108	74.577	0.146	38.761198	-95.847304                                                                                
KS	2004290	Burlington Unified School District 244	PK	12	402344388	57181596	155.346	22.078	38.223406	-95.761584                                                                                          
KS	2004350	Burrton Unified School District 369	PK	12	245647529	1799202	94.845	0.695	37.992369	-97.655334                                                                                                
KS	2004380	Caldwell Unified School District 360	PK	12	491574934	22468	189.798	0.009	37.076932	-97.626852                                                                                                
KS	2004410	Caney Valley Unified School District 436	PK	12	410665642	2659465	158.559	1.027	37.074897	-95.884175                                                                                          
KS	2004440	Canton-Galva Unified School District 419	PK	12	385060510	712161	148.673	0.275	38.41307	-97.473127                                                                                            
KS	2004470	Waconda Unified School District 272	PK	12	1021606463	45104762	394.444	17.415	39.443707	-98.443523                                                                                            
KS	2004500	Cedar Vale Unified School District 285	PK	12	650127368	5464714	251.016	2.11	37.140611	-96.480461                                                                                             
KS	2004560	Vermillion Unified School District 380	PK	12	1038200461	6219297	400.851	2.401	39.674869	-96.286522                                                                                           
KS	2004590	Chanute Public Schools Unified School District 413	PK	12	332571186	3437288	128.406	1.327	37.654723	-95.428864                                                                                
KS	2004620	Chapman Unified School District 473	PK	12	1423232093	30640748	549.513	11.83	38.929277	-97.108627                                                                                             
KS	2004650	Chase-Raymond Unified School District 401	PK	12	518878809	1198762	200.34	0.463	38.296792	-98.378588                                                                                          
KS	2004670	Cheney Unified School District 268	PK	12	323742778	3388246	124.998	1.308	37.596513	-97.781385                                                                                                
KS	2004710	Cherokee Unified School District 247	PK	12	691612470	5260106	267.033	2.031	37.352854	-94.954167                                                                                              
KS	2004740	Cherryvale Unified School District 447	PK	12	353139566	816654	136.348	0.315	37.328715	-95.550189                                                                                             
KS	2004770	Chetopa-St. Paul Unified School District 505	PK	12	329966447	7430305	127.401	2.869	37.166592	-95.179623                                                                                      
KS	2004790	Cheylin Unified School District 103	PK	12	1771684449	481661	684.051	0.186	39.793038	-101.438422                                                                                              
KS	2004800	Cimarron-Ensign Unified School District 102	PK	12	1394677636	629336	538.488	0.243	37.849079	-100.273134                                                                                      
KS	2004830	North Jackson Unified School District 335	PK	12	550263037	785859	212.458	0.303	39.544959	-95.802077                                                                                          
KS	2004890	Clay Center Unified School District 379	PK	12	1610470247	24920603	621.806	9.622	39.329224	-97.171593                                                                                         
KS	2004920	Clearwater Unified School District 264	PK	12	355595506	1668198	137.296	0.644	37.511055	-97.491983                                                                                            
KS	2004950	Clifton-Clyde Unified School District 224	PK	12	655303709	3958974	253.014	1.529	39.57895	-97.342191                                                                                          
KS	2004980	Coffeyville Unified School District 445	PK	12	343470589	531608	132.615	0.205	37.084651	-95.6402                                                                                              
KS	2005010	Colby Public Schools Unified School District 315	PK	12	1210723979	80781	467.463	0.031	39.404836	-101.049903                                                                                  
KS	2005040	Comanche County Unified School District 300	PK	12	2223200490	3810668	858.383	1.471	37.199754	-99.283922                                                                                      
KS	2005070	Columbus Unified School District 493	PK	12	955178089	4101616	368.796	1.584	37.160053	-94.856163                                                                                              
KS	2005100	Concordia Unified School District 333	PK	12	858021547	4805554	331.284	1.855	39.545961	-97.694647                                                                                             
KS	2005130	Conway Springs Unified School District 356	PK	12	410349338	217507	158.437	0.084	37.396609	-97.630569                                                                                         
KS	2005190	Copeland Unified School District 476	PK	12	517537604	328883	199.822	0.127	37.57572	-100.64285                                                                                                
KS	2005250	Chase County Unified School District 284	PK	12	2012254043	12378802	776.936	4.779	38.312405	-96.58402                                                                                         
KS	2005280	Morris County Unified School District 417	PK	12	1365209727	18194272	527.11	7.025	38.698923	-96.538017                                                                                        
KS	2005310	Pike Valley Unified School District 426	PK	12	497998007	4657455	192.278	1.798	39.765147	-97.824342                                                                                           
KS	2005370	Cunningham Unified School District 332	PK	12	836527047	491499	322.985	0.19	37.535758	-98.365043                                                                                              
KS	2005400	Deerfield Unified School District 216	PK	12	563471396	827755	217.558	0.32	37.999218	-101.153458                                                                                              
KS	2005460	Derby Unified School District 260	PK	12	129356982	1587457	49.945	0.613	37.579141	-97.253216                                                                                                  
KS	2005490	De Soto Unified School District 232	PK	12	234699601	7150650	90.618	2.761	38.962307	-94.923649                                                                                                
KS	2005520	Dexter Unified School District 471	PK	12	549786637	694897	212.274	0.268	37.120165	-96.680273                                                                                                 
KS	2005550	Dighton Unified School District 482	PK	12	1600801700	551220	618.073	0.213	38.470501	-100.441624                                                                                              
KS	2005580	Dodge City Unified School District 443	PK	12	1112144117	1625767	429.401	0.628	37.750954	-99.995787                                                                                           
KS	2005610	Douglass Public Schools Unified School District 396	PK	12	305473390	533787	117.944	0.206	37.526724	-96.94229                                                                                 
KS	2005640	Easton Unified School District 449	PK	12	308346609	1550520	119.053	0.599	39.353296	-95.071911                                                                                                
KS	2005700	Atchison County Community Schools Unified School District 377	PK	12	932412256	2216114	360.006	0.856	39.535164	-95.341758                                                                     
KS	2005730	El Dorado Unified School District 490	PK	12	307458408	25241079	118.71	9.746	37.926991	-96.824501                                                                                             
KS	2005760	Elk Valley Unified School District 283	PK	12	411117733	2768354	158.733	1.069	37.365141	-95.979771                                                                                            
KS	2005790	Elkhart Unified School District 218	PK	12	978248055	336056	377.704	0.13	37.169558	-101.91984                                                                                                 
KS	2005800	Ell-Saline Unified School District 307	PK	12	612296935	1181600	236.409	0.456	38.821639	-97.8364                                                                                              
KS	2005820	Ellinwood Public Schools Unified School District 355	PK	12	396621427	631582	153.136	0.244	38.328256	-98.582336                                                                               
KS	2005850	Ellis Unified School District 388	PK	12	732387950	332198	282.777	0.128	38.925262	-99.57084                                                                                                   
KS	2005870	Ellsworth Unified School District 327	PK	12	1096457745	11661128	423.345	4.502	38.723732	-98.172316                                                                                           
KS	2005940	Emporia Unified School District 253	PK	12	334810037	4721676	129.271	1.823	38.399905	-96.21979                                                                                                
KS	2006000	Erie Unified School District 101	PK	12	849551736	7051922	328.014	2.723	37.549949	-95.286642                                                                                                  
KS	2006060	Wabaunsee East Unified School District 330	PK	12	910394388	5059937	351.505	1.954	38.862529	-96.047425                                                                                        
KS	2006090	Eudora Unified School District 491	PK	12	134372991	3683556	51.882	1.422	38.918481	-95.097804                                                                                                 
KS	2006120	Eureka Unified School District 389	PK	12	1422932289	19692185	549.397	7.603	37.784111	-96.268978                                                                                              
KS	2006180	Fort Scott Unified School District 234	PK	12	763979341	5306175	294.974	2.049	37.850072	-94.723645                                                                                            
KS	2006210	Fowler Unified School District 225	PK	12	701245135	120827	270.752	0.047	37.349635	-100.191645                                                                                                
KS	2006240	Remington-Whitewater Unified School District 206	PK	12	653346550	1856932	252.259	0.717	37.963703	-97.106716                                                                                  
KS	2006270	Fredonia Unified School District 484	PK	12	1023685674	14992361	395.247	5.789	37.578269	-95.898713                                                                                            
KS	2006300	Frontenac Public Schools Unified School District 249	PK	12	95071872	2037063	36.707	0.787	37.463236	-94.697764                                                                                
KS	2006330	Fort Leavenworth Unified School District 207	PK	12	27564098	1299652	10.643	0.502	39.359682	-94.919647                                                                                        
KS	2006360	Galena Unified School District 499	PK	12	38765137	373287	14.967	0.144	37.087985	-94.641829                                                                                                   
KS	2006390	Garden City Unified School District 457	PK	12	2411677328	1155507	931.154	0.446	38.049808	-100.739967                                                                                         
KS	2006420	Gardner Edgerton Unified School District 231	PK	12	258801429	3152883	99.924	1.217	38.803979	-94.961991                                                                                       
KS	2006450	Garnett Unified School District 365	PK	12	1174340211	8838711	453.415	3.413	38.269292	-95.312755                                                                                              
KS	2006480	Girard Unified School District 248	PK	12	706368981	4244414	272.731	1.639	37.562895	-94.914762                                                                                                
KS	2006510	Southern Cloud Unified School District 334	PK	12	706055277	300064	272.609	0.116	39.372012	-97.638636                                                                                         
KS	2006540	Goddard Unified School District 265	PK	12	166660764	1249850	64.348	0.483	37.642885	-97.538836                                                                                                
KS	2006570	Goessel Unified School District 411	PK	12	283759774	259890	109.56	0.1	38.253857	-97.325753                                                                                                   
KS	2006580	Goodland Unified School District 352	PK	12	2353187880	548248	908.571	0.212	39.346293	-101.773854                                                                                             
KS	2006630	Wheatland Unified School District 292	PK	12	1127305134	39745	435.255	0.015	38.979769	-100.497817                                                                                             
KS	2006660	Great Bend Unified School District 428	PK	12	509267410	1719366	196.629	0.664	38.353936	-98.820869                                                                                            
KS	2006690	Greeley County Schools Unified School District 200	PK	12	2016057904	0	778.404	0.	38.480404	-101.80597                                                                                        
KS	2006720	Greensburg Unified School District 422	PK	12	1189671557	316585	459.335	0.122	37.566119	-99.386164                                                                                            
KS	2006780	Grinnell Public Schools Unified School District 291	PK	12	684777950	202494	264.394	0.078	39.084321	-100.675359                                                                               
KS	2006840	Halstead Unified School District 440	PK	12	361899642	895173	139.73	0.346	37.977467	-97.509951                                                                                                
KS	2006870	Hamilton Unified School District 390	PK	12	548224842	1631508	211.671	0.63	37.973045	-96.207075                                                                                               
KS	2006930	Southern Lyon County Unified School District 252	PK	12	759202854	7238795	293.13	2.795	38.285061	-96.110559                                                                                   
KS	2006960	Haven Public Schools Unified School District 312	PK	12	755902037	4294293	291.855	1.658	37.930092	-97.875737                                                                                  
KS	2006990	Haviland Unified School District 474	PK	12	604065063	143724	233.231	0.055	37.563425	-99.095697                                                                                               
KS	2007020	Hays Unified School District 489	PK	12	982751328	366341	379.442	0.141	38.866603	-99.338061                                                                                                   
KS	2007050	Haysville Unified School District 261	PK	12	92079802	886140	35.552	0.342	37.585001	-97.382344                                                                                                
KS	2007080	Healy Public Schools Unified School District 468	PK	12	520660330	17263	201.028	0.007	38.671802	-100.598533                                                                                   
KS	2007110	Herington Unified School District 487	PK	12	238367975	2919976	92.034	1.127	38.685457	-96.914694                                                                                              
KS	2007170	Hesston Unified School District 460	PK	12	156312263	58469	60.353	0.023	38.131005	-97.396155                                                                                                  
KS	2007260	Hill City Unified School District 281	PK	12	1890657305	518771	729.987	0.2	39.328215	-99.900314                                                                                               
KS	2007290	Durham-Hillsboro-Lehigh Unified School District 410	PK	12	631777668	12235927	243.931	4.724	38.423705	-97.246487                                                                              
KS	2007320	Hoisington Unified School District 431	PK	12	771974887	9753541	298.061	3.766	38.572014	-98.821669                                                                                            
KS	2007350	Holcomb Unified School District 363	PK	12	603501011	258357	233.013	0.1	37.993075	-101.00211                                                                                                  
KS	2007380	Holton Unified School District 336	PK	12	419652476	3563022	162.029	1.376	39.441205	-95.715219                                                                                                
KS	2007440	Rural Vista Unified School District 481	PK	12	789512489	2728076	304.832	1.053	38.750701	-96.951828                                                                                           
KS	2007470	South Brown County Unified School District 430	PK	12	406671632	1466115	157.017	0.566	39.703918	-95.530751                                                                                    
KS	2007500	West Elk Unified School District 282	PK	12	1389174199	13875846	536.363	5.357	37.465483	-96.283201                                                                                            
KS	2007530	Hoxie Community Schools Unified School District 412	PK	12	1856538491	407904	716.814	0.157	39.415563	-100.395153                                                                              
KS	2007560	Hugoton Public Schools Unified School District 210	PK	12	1468380918	57207	566.945	0.022	37.161911	-101.34804                                                                                 
KS	2007590	Humboldt Unified School District 258	PK	12	343083390	4026196	132.465	1.555	37.808608	-95.408393                                                                                              
KS	2007620	Hutchinson Public Schools Unified School District 308	PK	12	39380116	81088	15.205	0.031	38.061001	-97.920912                                                                                 
KS	2007650	Independence Unified School District 446	PK	12	541419693	16556987	209.043	6.393	37.233637	-95.773993                                                                                         
KS	2007680	Ingalls Unified School District 477	PK	12	699564965	186985	270.104	0.072	37.856579	-100.548472                                                                                               
KS	2007710	Inman Unified School District 448	PK	12	369994927	709842	142.856	0.274	38.237134	-97.803955                                                                                                  
KS	2007740	Iola Unified School District 257	PK	12	358131103	5430367	138.275	2.097	37.947757	-95.399755                                                                                                  
KS	2007750	Jayhawk Unified School District 346	PK	12	793999025	6440950	306.565	2.487	38.113549	-94.884743                                                                                               
KS	2007800	Jetmore Unified School District 227	PK	12	2079209736	826344	802.787	0.319	38.10288	-99.907644                                                                                                
KS	2007860	Stanton County Unified School District 452	PK	12	1781274991	180097	687.754	0.07	37.563387	-101.780957                                                                                        
KS	2007890	Geary County Schools Unified School District 475	PK	12	750778979	25728238	289.877	9.934	39.063517	-96.755517                                                                                 
