USPS	GEOID	ANSICODE	NAME	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                               
GA	13247	00357592	Rockdale County	336212812	5918273	129.812	2.285	33.652081	-84.02637                                                                                                                   
GA	13249	00344129	Schley County	432287212	2373637	166.907	0.916	32.263444	-84.322708                                                                                                                    
GA	13251	00350204	Screven County	1672540369	26152057	645.771	10.097	32.744751	-81.617585                                                                                                                
GA	13253	00351263	Seminole County	615215134	49261828	237.536	19.02	30.93396	-84.867685                                                                                                                  
GA	13255	00353055	Spalding County	507595644	9399070	195.984	3.629	33.262348	-84.284905                                                                                                                  
GA	13257	00350028	Stephens County	463996898	13074870	179.15	5.048	34.552914	-83.290216                                                                                                                  
GA	13259	00347360	Stewart County	1188153055	12598484	458.748	4.864	32.073225	-84.834912                                                                                                                 
GA	13261	00343504	Sumter County	1250630094	25227638	482.871	9.74	32.042266	-84.204294                                                                                                                   
GA	13263	00326757	Talbot County	1013662793	8766848	391.377	3.385	32.704603	-84.530029                                                                                                                   
GA	13265	00347654	Taliaferro County	504031037	1915743	194.607	0.74	33.559319	-82.875272                                                                                                                 
GA	13267	00347445	Tattnall County	1245318484	19498437	480.82	7.528	32.043768	-82.059208                                                                                                                 
GA	13269	00344156	Taylor County	975612271	7802362	376.686	3.013	32.554667	-84.251426                                                                                                                    
GA	13271	00356958	Telfair County	1132621097	17356399	437.307	6.701	31.913639	-82.931062                                                                                                                 
GA	13273	00352238	Terrell County	869559691	5087422	335.739	1.964	31.777191	-84.439446                                                                                                                   
GA	13275	00343835	Thomas County	1410531714	19706578	544.609	7.609	30.864619	-83.919815                                                                                                                  
GA	13277	00344090	Tift County	675731947	20428670	260.902	7.888	31.457003	-83.525931                                                                                                                     
GA	13279	00345220	Toombs County	942776960	18088022	364.008	6.984	32.117812	-82.330626                                                                                                                   
GA	13281	00351252	Towns County	431139160	13793109	166.464	5.326	34.902529	-83.732264                                                                                                                    
GA	13283	00347505	Treutlen County	516529388	7805619	199.433	3.014	32.409586	-82.570882                                                                                                                  
GA	13285	01673298	Troup County	1072274464	82761542	414.008	31.954	33.034482	-85.02836                                                                                                                   
GA	13287	00343238	Turner County	739222164	11823691	285.415	4.565	31.7248	-83.620319                                                                                                                     
GA	13289	00345456	Twiggs County	930477275	8741054	359.259	3.375	32.665847	-83.425879                                                                                                                    
GA	13291	00353193	Union County	834197336	18082752	322.085	6.982	34.833333	-83.989257                                                                                                                    
GA	13293	00346759	Upson County	837774875	10585407	323.467	4.087	32.881837	-84.292283                                                                                                                    
GA	13295	00354216	Walker County	1156145261	1672676	446.39	0.646	34.735802	-85.305456                                                                                                                    
GA	13297	00351264	Walton County	846381028	8314727	326.79	3.21	33.783887	-83.731829                                                                                                                      
GA	13299	00357722	Ware County	2328846491	22829439	899.173	8.814	31.050881	-82.421507                                                                                                                    
GA	13301	00347777	Warren County	736483607	6034478	284.358	2.33	33.419169	-82.688012                                                                                                                     
GA	13303	00348428	Washington County	1757341882	15131101	678.514	5.842	32.971843	-82.798112                                                                                                              
GA	13305	00350608	Wayne County	1662610320	17766411	641.937	6.86	31.547845	-81.912376                                                                                                                    
GA	13307	00352287	Webster County	542230980	2348162	209.357	0.907	32.046691	-84.553828                                                                                                                   
GA	13309	00351278	Wheeler County	765314383	12377032	295.49	4.779	32.105258	-82.733849                                                                                                                   
GA	13311	00326781	White County	623522395	3919460	240.743	1.513	34.643776	-83.743417                                                                                                                     
GA	13313	00353513	Whitfield County	752229662	1598019	290.438	0.617	34.801726	-84.968541                                                                                                                 
GA	13315	00345499	Wilcox County	978525380	11147628	377.811	4.304	31.962717	-83.438262                                                                                                                   
GA	13317	00351265	Wilkes County	1216001409	11896927	469.501	4.593	33.779031	-82.747921                                                                                                                  
GA	13319	00346824	Wilkinson County	1163459874	7084800	449.214	2.735	32.804266	-83.175512                                                                                                                
GA	13321	00343365	Worth County	1478137688	10471700	570.712	4.043	31.551773	-83.84996                                                                                                                    
HI	15001	00365280	Hawaii County	10433637868	2739470031	4028.45	1057.715	19.597764	-155.502443                                                                                                           
HI	15003	00365281	Honolulu County	1555453537	4055036094	600.564	1565.658	21.580023	-158.123406                                                                                                          
HI	15005	01702380	Kalawao County	31057603	105764468	11.991	40.836	21.218764	-156.97401                                                                                                                  
HI	15007	00365282	Kauai County	1605492325	1674244229	619.884	646.429	22.012038	-159.705965                                                                                                              
HI	15009	00365283	Maui County	3008348862	3203294204	1161.53	1236.799	20.855931	-156.60155                                                                                                               
ID	16001	00395066	Ada County	2724688230	22176177	1052.008	8.562	43.451477	-116.244376                                                                                                                   
ID	16003	00395067	Adams County	3529648933	17359846	1362.805	6.703	44.877004	-116.461624                                                                                                                 
ID	16005	00395091	Bannock County	2881323493	92089031	1112.485	35.556	42.692921	-112.228982                                                                                                              
ID	16007	00395090	Bear Lake County	2527123157	191364280	975.728	73.886	42.285892	-111.327517                                                                                                            
ID	16009	00395190	Benewah County	2012242920	18803193	776.931	7.26	47.218451	-116.633541                                                                                                                 
ID	16011	00400593	Bingham County	5422887259	68487093	2093.789	26.443	43.216357	-112.399206                                                                                                              
ID	16013	00395696	Blaine County	6831709953	44656294	2637.738	17.242	43.394192	-113.955371                                                                                                               
ID	16015	00395157	Boise County	4919826454	19104286	1899.556	7.376	43.987275	-115.71511                                                                                                                  
ID	16017	00395158	Bonner County	4488997480	478943304	1733.212	184.921	48.316796	-116.612364                                                                                                             
ID	16019	00395407	Bonneville County	4832871623	88856338	1865.982	34.308	43.395171	-111.621878                                                                                                           
ID	16021	00395159	Boundary County	3285871995	24278857	1268.682	9.374	48.773131	-116.524668                                                                                                              
ID	16023	00401703	Butte County	5792473995	5259978	2236.487	2.031	43.685101	-113.177631                                                                                                                  
ID	16025	00399408	Camas County	2782253888	11548054	1074.234	4.459	43.502552	-114.772135                                                                                                                 
ID	16027	00399406	Canyon County	1520436972	43132337	587.044	16.653	43.625796	-116.709058                                                                                                                
ID	16029	00395406	Caribou County	4569240751	89216879	1764.194	34.447	42.786072	-111.544273                                                                                                              
ID	16031	00395698	Cassia County	6644895771	39160677	2565.609	15.12	42.282313	-113.626328                                                                                                                
ID	16033	00399755	Clark County	4566524478	2476454	1763.145	0.956	44.290218	-112.354613                                                                                                                  
ID	16035	00395697	Clearwater County	6364412194	79593140	2457.313	30.731	46.67257	-115.6535                                                                                                              
ID	16037	00399758	Custer County	12748378759	42527192	4922.177	16.42	44.273351	-114.252267                                                                                                               
ID	16039	00400252	Elmore County	7964417369	68330393	3075.079	26.383	43.394698	-115.471205                                                                                                               
ID	16041	00395585	Franklin County	1717211129	12153472	663.019	4.692	42.173609	-111.822965                                                                                                               
ID	16043	00395408	Fremont County	4827633119	83440653	1863.96	32.217	44.218091	-111.484429                                                                                                               
ID	16045	00395442	Gem County	1449796570	12491545	559.77	4.823	44.061473	-116.398784                                                                                                                     
ID	16047	00395441	Gooding County	1888932879	12472392	729.321	4.816	42.973185	-114.82142                                                                                                                 
ID	16049	00395699	Idaho County	21956594313	67559274	8477.489	26.085	45.849644	-115.467337                                                                                                               
ID	16051	00399751	Jefferson County	2832617275	31168374	1093.68	12.034	43.796965	-112.318588                                                                                                             
ID	16053	00395662	Jerome County	1547443958	13094559	597.471	5.056	42.691395	-114.262086                                                                                                                 
ID	16055	00395661	Kootenai County	3205833878	184447536	1237.779	71.216	47.675966	-116.695922                                                                                                            
ID	16057	00395613	Latah County	2786483031	2369979	1075.867	0.915	46.81892	-116.730974                                                                                                                   
ID	16059	00399754	Lemhi County	11819910408	14109812	4563.693	5.448	44.928506	-113.887042                                                                                                                
ID	16061	00395622	Lewis County	1240141958	2340247	478.822	0.904	46.236328	-116.42376                                                                                                                    
ID	16063	00395624	Lincoln County	3111517520	11588561	1201.364	4.474	42.986181	-114.153899                                                                                                               
ID	16065	00394803	Madison County	1215396305	10500897	469.267	4.054	43.788614	-111.656993                                                                                                                
ID	16067	00394807	Minidoka County	1960610464	13928463	756.996	5.378	42.857211	-113.63984                                                                                                                
ID	16069	00399394	Nez Perce County	2197139820	21252916	848.32	8.206	46.333791	-116.760909                                                                                                               
ID	16071	00399759	Oneida County	3105269252	3995237	1198.951	1.543	42.183895	-112.520449                                                                                                                 
ID	16073	00399760	Owyhee County	19860561630	74125617	7668.206	28.62	42.572851	-116.18969                                                                                                                
ID	16075	00394896	Payette County	1053846147	8875236	406.892	3.427	44.00243	-116.750238                                                                                                                  
ID	16077	00394951	Power County	3635892392	99205466	1403.826	38.303	42.694126	-112.844407                                                                                                                
ID	16079	01702379	Shoshone County	6830898577	13962454	2637.425	5.391	47.347694	-115.885092                                                                                                              
ID	16081	00399297	Teton County	1163139950	2868473	449.091	1.108	43.760994	-111.211765                                                                                                                   
ID	16083	00399334	Twin Falls County	4977213734	18063165	1921.713	6.974	42.352309	-114.665639                                                                                                            
ID	16085	00399756	Valley County	9492607314	177116417	3665.116	68.385	44.85596	-115.618061                                                                                                               
ID	16087	00399757	Washington County	3762870362	53228009	1452.852	20.551	44.448223	-116.797792                                                                                                           
IL	17001	00424202	Adams County	2214804824	41767689	855.141	16.127	39.986052	-91.194961                                                                                                                  
IL	17003	00424203	Alexander County	609996948	44237171	235.521	17.08	37.183658	-89.349516                                                                                                                
IL	17005	00424204	Bond County	985073312	6462629	380.339	2.495	38.885924	-89.436592                                                                                                                      
IL	17007	00424205	Boone County	727171389	3361806	280.762	1.298	42.318983	-88.824295                                                                                                                     
IL	17009	00424206	Brown County	791704469	4139310	305.679	1.598	39.962069	-90.750309                                                                                                                     
IL	17011	00424207	Bureau County	2250916543	11606402	869.084	4.481	41.401304	-89.528377                                                                                                                  
IL	17013	00424208	Calhoun County	657402921	77058387	253.825	29.752	39.164262	-90.666295                                                                                                                 
IL	17015	00424209	Carroll County	1152657063	55892254	445.043	21.58	42.0709	-89.924189                                                                                                                   
IL	17017	00424210	Cass County	973191108	20570537	375.751	7.942	39.969202	-90.245704                                                                                                                     
IL	17019	00424211	Champaign County	2579909092	6099477	996.109	2.355	40.138984	-88.196975                                                                                                                
IL	17021	00424212	Christian County	1837575850	16221210	709.492	6.263	39.545524	-89.279593                                                                                                               
IL	17023	00424213	Clark County	1298695036	8796711	501.429	3.396	39.332364	-87.791687                                                                                                                    
IL	17025	00424214	Clay County	1212815749	3271820	468.271	1.263	38.746819	-88.482325                                                                                                                     
IL	17027	00424215	Clinton County	1227664369	75635324	474.004	29.203	38.606295	-89.426228                                                                                                                
IL	17029	00424216	Coles County	1316459189	4631826	508.288	1.788	39.51368	-88.220782                                                                                                                     
IL	17031	01784766	Cook County	2447370818	1786313044	944.935	689.699	41.894294	-87.645455                                                                                                                
IL	17033	00424218	Crawford County	1148953805	5718140	443.614	2.208	39.002787	-87.760619                                                                                                                 
IL	17035	00424219	Cumberland County	895929073	2529531	345.92	0.977	39.273121	-88.240619                                                                                                                 
IL	17037	00422190	DeKalb County	1635174009	8532272	631.344	3.294	41.894612	-88.768991                                                                                                                   
IL	17039	00426598	De Witt County	1029654716	19515948	397.552	7.535	40.181499	-88.901853                                                                                                                 
IL	17041	00424222	Douglas County	1079156581	1448702	416.665	0.559	39.766078	-88.222866                                                                                                                  
IL	17043	00422191	DuPage County	848808625	22435476	327.727	8.662	41.852058	-88.086038                                                                                                                   
IL	17045	00424224	Edgar County	1614558743	1583699	623.385	0.611	39.679037	-87.74711                                                                                                                     
IL	17047	00424225	Edwards County	576061989	781203	222.419	0.302	38.417095	-88.047941                                                                                                                    
IL	17049	00424226	Effingham County	1239970330	3183217	478.755	1.229	39.047945	-88.592849                                                                                                                
IL	17051	00424227	Fayette County	1855715976	22931323	716.496	8.854	39.001125	-89.017923                                                                                                                 
IL	17053	00424228	Ford County	1257690125	1640596	485.597	0.633	40.596539	-88.224588                                                                                                                     
IL	17055	00424229	Franklin County	1059098605	58350789	408.92	22.529	37.991852	-88.926321                                                                                                                
IL	17057	00424230	Fulton County	2242157116	43975590	865.702	16.979	40.46524	-90.202269                                                                                                                  
IL	17059	00424231	Gallatin County	836540182	13265237	322.99	5.122	37.768677	-88.227964                                                                                                                  
IL	17061	00424232	Greene County	1406415355	8423898	543.02	3.252	39.355444	-90.387757                                                                                                                    
IL	17063	00424233	Grundy County	1082842942	32125973	418.088	12.404	41.29241	-88.401054                                                                                                                  
IL	17065	00424234	Hamilton County	1125696542	3172088	434.634	1.225	38.085227	-88.539009                                                                                                                 
IL	17067	00424235	Hancock County	2055722033	53564033	793.719	20.681	40.401318	-91.168801                                                                                                                
IL	17069	00424236	Hardin County	459650851	10640803	177.472	4.108	37.517852	-88.266148                                                                                                                   
IL	17071	00424237	Henderson County	981059027	42557504	378.789	16.432	40.814471	-90.941246                                                                                                               
IL	17073	00424238	Henry County	2131558653	6855644	822.999	2.647	41.350021	-90.130838                                                                                                                    
IL	17075	00424239	Iroquois County	2894067723	4209399	1117.406	1.625	40.748867	-87.833601                                                                                                                
IL	17077	00424240	Jackson County	1512739198	47416092	584.072	18.307	37.786096	-89.381212                                                                                                                
IL	17079	00424241	Jasper County	1281043664	9334509	494.614	3.604	39.004874	-88.150763                                                                                                                   
IL	17081	00424242	Jefferson County	1479418967	32683606	571.207	12.619	38.30078	-88.92421                                                                                                                
IL	17083	00424243	Jersey County	956445338	20311971	369.286	7.842	39.080192	-90.361365                                                                                                                   
IL	17085	00424244	Jo Daviess County	1556339128	45776829	600.906	17.675	42.362391	-90.21147                                                                                                              
IL	17087	00424245	Johnson County	890762652	12789863	343.925	4.938	37.460709	-88.882131                                                                                                                  
IL	17089	00424246	Kane County	1345134059	12490587	519.359	4.823	41.939594	-88.42804                                                                                                                     
IL	17091	00424247	Kankakee County	1752121058	12440760	676.498	4.803	41.13951	-87.861117                                                                                                                 
IL	17093	00424248	Kendall County	829468028	5136619	320.259	1.983	41.58814	-88.430626                                                                                                                    
IL	17095	00424249	Knox County	1855569287	8837382	716.439	3.412	40.930945	-90.213792                                                                                                                     
IL	17097	01784796	Lake County	1149803084	2394144252	443.941	924.384	42.326441	-87.435976                                                                                                                
IL	17099	00422247	LaSalle County	2940116335	33701591	1135.185	13.012	41.343341	-88.885931                                                                                                               
IL	17101	00424252	Lawrence County	963936864	5077783	372.178	1.961	38.718954	-87.730221                                                                                                                  
IL	17103	00424253	Lee County	1877336056	10634483	724.844	4.106	41.747442	-89.299351                                                                                                                     
IL	17105	00424254	Livingston County	2702980759	5975818	1043.627	2.307	40.894376	-88.552852                                                                                                              
IL	17107	00424255	Logan County	1600795502	2252736	618.071	0.87	40.129277	-89.365309                                                                                                                     
IL	17109	01784729	McDonough County	1526558588	2012555	589.408	0.777	40.455808	-90.678954                                                                                                                
IL	17111	01784815	McHenry County	1562818741	19869602	603.408	7.672	42.324298	-88.452245                                                                                                                 
IL	17113	01784833	McLean County	3064559693	7853695	1183.233	3.032	40.494559	-88.844539                                                                                                                  
IL	17115	00424256	Macon County	1503684098	13406667	580.576	5.176	39.860237	-88.961529                                                                                                                   
IL	17117	00424257	Macoupin County	2234952036	12252472	862.92	4.731	39.2659	-89.926344                                                                                                                   
IL	17119	00424258	Madison County	1854559319	63450780	716.049	24.498	38.827082	-89.900195                                                                                                                
IL	17121	00424259	Marion County	1482641176	9301714	572.451	3.591	38.648106	-88.920488                                                                                                                   
IL	17123	00424260	Marshall County	1001866831	30364348	386.823	11.724	41.031119	-89.342371                                                                                                               
IL	17125	00424261	Mason County	1396795583	62748510	539.306	24.227	40.236993	-89.913575                                                                                                                  
IL	17127	01784730	Massac County	614391204	11903726	237.218	4.596	37.216119	-88.705658                                                                                                                   
IL	17129	00424266	Menard County	814394259	2640418	314.439	1.019	40.022569	-89.794133                                                                                                                    
IL	17131	01784750	Mercer County	1453497670	19409929	561.199	7.494	41.205605	-90.74177                                                                                                                   
IL	17133	01784865	Monroe County	997908512	33784324	385.295	13.044	38.277983	-90.179078                                                                                                                  
IL	17135	01784866	Montgomery County	1822450014	15512963	703.652	5.99	39.228093	-89.478004                                                                                                               
IL	17137	00424270	Morgan County	1473180230	9059958	568.798	3.498	39.717621	-90.204824                                                                                                                   
IL	17139	01784885	Moultrie County	870123798	22102741	335.957	8.534	39.636896	-88.625726                                                                                                                 
IL	17141	01784894	Ogle County	1964742119	11425028	758.591	4.411	42.041884	-89.320176                                                                                                                    
IL	17143	01784920	Peoria County	1602352656	30706564	618.672	11.856	40.785995	-89.767106                                                                                                                 
IL	17145	01784940	Perry County	1144157907	13416186	441.762	5.18	38.084381	-89.368525                                                                                                                    
IL	17147	00424275	Piatt County	1137399517	755574	439.152	0.292	40.009033	-88.592354                                                                                                                     
IL	17149	01784941	Pike County	2153325386	45283711	831.404	17.484	39.625106	-90.889034                                                                                                                   
IL	17151	00424277	Pope County	955109665	14328524	368.77	5.532	37.417169	-88.542374                                                                                                                      
IL	17153	01784966	Pulaski County	515887463	10473575	199.185	4.044	37.215615	-89.127755                                                                                                                  
IL	17155	00424279	Putnam County	414659150	31195045	160.101	12.044	41.198961	-89.298347                                                                                                                  
IL	17157	01784967	Randolph County	1490060417	56152454	575.316	21.681	38.056515	-89.82121                                                                                                                
IL	17159	00424281	Richland County	932537547	4874777	360.055	1.882	38.712187	-88.085452                                                                                                                  
IL	17161	00424282	Rock Island County	1106960127	61870420	427.4	23.888	41.468421	-90.572125                                                                                                              
IL	17163	01784987	St. Clair County	1703509128	42001352	657.729	16.217	38.470198	-89.928546                                                                                                              
IL	17165	00424283	Saline County	983905217	18001305	379.888	6.95	37.751508	-88.545024                                                                                                                    
IL	17167	01785010	Sangamon County	2248877362	22577724	868.296	8.717	39.756867	-89.662425                                                                                                                
IL	17169	01785037	Schuyler County	1132511778	10511618	437.265	4.059	40.156905	-90.613464                                                                                                                
IL	17171	00424286	Scott County	649861225	4812707	250.913	1.858	39.637002	-90.477771                                                                                                                     
IL	17173	01785051	Shelby County	1964543080	24746071	758.514	9.555	39.384926	-88.798862                                                                                                                  
IL	17175	00424288	Stark County	745984521	708705	288.026	0.274	41.096908	-89.797411                                                                                                                      
IL	17177	01785076	Stephenson County	1462219648	1350223	564.566	0.521	42.349726	-89.665994                                                                                                               
IL	17179	01785094	Tazewell County	1674222062	29832978	646.421	11.519	40.508074	-89.51626                                                                                                                
IL	17181	01785113	Union County	1070856127	22502069	413.46	8.688	37.485652	-89.244639                                                                                                                    
IL	17183	01785114	Vermilion County	2326560311	7531159	898.29	2.908	40.186754	-87.726778                                                                                                                 
IL	17185	00424293	Wabash County	578264185	10973558	223.269	4.237	38.445821	-87.839167                                                                                                                   
IL	17187	01785134	Warren County	1404747944	1674135	542.376	0.646	40.850441	-90.620223                                                                                                                   
IL	17189	01785150	Washington County	1457059688	3456567	562.574	1.335	38.35314	-89.417187                                                                                                                
IL	17191	00424296	Wayne County	1848948304	4224962	713.883	1.631	38.431857	-88.43243                                                                                                                     
IL	17193	00424297	White County	1281491812	18346746	494.787	7.084	38.087372	-88.178585                                                                                                                   
IL	17195	01785167	Whiteside County	1772158753	31836569	684.234	12.292	41.750571	-89.910957                                                                                                              
IL	17197	01785190	Will County	2164927644	34548925	835.883	13.339	41.448474	-87.978456                                                                                                                   
IL	17199	01785215	Williamson County	1088263100	62602559	420.181	24.171	37.730353	-88.930018                                                                                                             
IL	17201	01785216	Winnebago County	1329234270	15455847	513.22	5.968	42.337396	-89.161205                                                                                                                
IL	17203	01785231	Woodford County	1366946108	38461366	527.781	14.85	40.789787	-89.210587                                                                                                                
IN	18001	00450401	Adams County	878079470	2429954	339.028	0.938	40.745733	-84.93613                                                                                                                      
IN	18003	00450402	Allen County	1702451607	7002354	657.32	2.704	41.091909	-85.071791                                                                                                                     
IN	18005	00451683	Bartholomew County	1053901037	6782908	406.913	2.619	39.205843	-85.897999                                                                                                              
IN	18007	00450403	Benton County	1052616452	236033	406.418	0.091	40.600983	-87.31479                                                                                                                     
IN	18009	00450404	Blackford County	427559450	1298757	165.082	0.501	40.472672	-85.32373                                                                                                                  
IN	18011	00450405	Boone County	1095336916	877155	422.912	0.339	40.050892	-86.469014                                                                                                                     
IN	18013	00451684	Brown County	808043858	12025993	311.987	4.643	39.192886	-86.239586                                                                                                                    
IN	18015	00450406	Carroll County	964054632	7239102	372.224	2.795	40.58498	-86.565141                                                                                                                    
IN	18017	00450339	Cass County	1067476806	6973611	412.155	2.693	40.753799	-86.355168                                                                                                                     
IN	18019	00450340	Clark County	965665969	9204756	372.846	3.554	38.476217	-85.711122                                                                                                                     
IN	18021	00450341	Clay County	926201724	7026279	357.609	2.713	39.393951	-87.115837                                                                                                                      
IN	18023	00450342	Clinton County	1049119215	461117	405.067	0.178	40.305944	-86.477567                                                                                                                   
IN	18025	00451674	Crawford County	791534791	8041751	305.613	3.105	38.289433	-86.440871                                                                                                                  
IN	18027	00450343	Daviess County	1112374406	19124393	429.49	7.384	38.696089	-87.076944                                                                                                                  
IN	18029	00450344	Dearborn County	790147727	6024011	305.078	2.326	39.14832	-84.973498                                                                                                                   
IN	18031	00450345	Decatur County	964946090	1955470	372.568	0.755	39.30598	-85.499831                                                                                                                    
IN	18033	00450346	DeKalb County	939731959	2657419	362.833	1.026	41.401189	-85.000185                                                                                                                    
IN	18035	00450347	Delaware County	1015542128	9857919	392.103	3.806	40.227543	-85.399262                                                                                                                 
IN	18037	00451675	Dubois County	1106620519	20888775	427.269	8.065	38.373344	-86.873385                                                                                                                  
IN	18039	00450348	Elkhart County	1199603932	12434164	463.17	4.801	41.600693	-85.863986                                                                                                                  
IN	18041	00450349	Fayette County	556901555	366408	215.021	0.141	39.639655	-85.185031                                                                                                                    
IN	18043	00450350	Floyd County	383227223	2706632	147.965	1.045	38.318081	-85.911847                                                                                                                     
IN	18045	00450351	Fountain County	1024769248	5734093	395.666	2.214	40.121237	-87.234872                                                                                                                 
IN	18047	00450352	Franklin County	995670830	17143496	384.431	6.619	39.409762	-85.066964                                                                                                                 
IN	18049	00450353	Fulton County	954146352	7426335	368.398	2.867	41.050384	-86.265006                                                                                                                    
IN	18051	00450354	Gibson County	1262419998	30408989	487.423	11.741	38.317398	-87.580523                                                                                                                 
IN	18053	00450355	Grant County	1072463262	2123016	414.08	0.82	40.515758	-85.654946                                                                                                                      
IN	18055	00451676	Greene County	1404983918	8919617	542.467	3.444	39.047147	-87.004771                                                                                                                   
IN	18057	00450356	Hamilton County	1021307228	20999506	394.329	8.108	40.053507	-86.021713                                                                                                                
IN	18059	00450357	Hancock County	792420113	2771261	305.955	1.07	39.822529	-85.77315                                                                                                                     
IN	18061	00451677	Harrison County	1254889433	5193186	484.516	2.005	38.186453	-86.103766                                                                                                                 
IN	18063	00450358	Hendricks County	1053849359	4880838	406.894	1.885	39.768963	-86.509908                                                                                                                
IN	18065	00450359	Henry County	1014955632	7654389	391.877	2.955	39.929591	-85.397363                                                                                                                    
IN	18067	00450360	Howard County	758866958	2386193	293.	0.921	40.483537	-86.114118                                                                                                                       
IN	18069	00450361	Huntington County	991057047	13133344	382.649	5.071	40.826394	-85.478597                                                                                                               
